Url;Contact;Expires;Encryption;Acknowledgments;Languages;Policy;Hiring
https://groruddalen.no/.well-known/security.txt;mailto:hostmaster@thin.no;2024-12-31T22:59:00.000Z;;;en, no;;
https://hafslund.no/security.txt;user@example.com;;https://hafslund.no/pgp-key.txt;;;https://hafslund.no/security-policy;
https://handelensmiljofond.no/security.txt;drift@netlife.com;;https://handelensmiljofond.no/pgp-key.txt;;;https://handelensmiljofond.no/security-policy;
https://helse-stavanger.no/.well-known/security.txt;mailto:security@nhn.no;;;;;;
https://hemit.no/.well-known/security.txt;mailto:security@nhn.no;;;;;;
https://hentmeg.no/.well-known/security.txt;mailto:security@getadigital.com;;;;;;
https://hok.no/security.txt;user@example.com;;https://www.hok.no/pgp-key.txt;;;https://www.hok.no/security-policy;
https://innlandetfylke.no/security.txt;mailto:sikkerhet@innlandetfylke.no;2025-01-06T23:00:00.000Z;;Acknowledgements will be given publically for any higher severity bug reports, or we can respect your privacy. Tell us what you wish when reporting to us.;nb, en;We welcome any friendly bug report. Please contact us in advance if you wish to use methods that can trigger warnings or cause denial of service.;
https://innlandstrafikk.no/.well-known/security.txt;mailto:sikkerhet@innlandetfylke.no;2025-01-06T23:00:00.000Z;;Acknowledgements will be given publically for any higher severity bug reports, or we can respect your privacy. Tell us what you wish when reporting to us.;nb, en;We welcome any friendly bug report. Please contact us in advance if you wish to use methods that can trigger warnings or cause denial of service.;
https://kantega.no/.well-known/security.txt;mailto:security@kantega.no;2024-02-27T23:00:00.000Z;;;no, en;;
https://klepp.kommune.no/.well-known/security.txt;mailto:post@prokom.no;2023-06-01T13:00:00.000Z;;;en, no;;
https://kongsberg.kommune.no/.well-known/security.txt;mailto:post@prokom.no;2023-06-01T13:00:00.000Z;;;en, no;;
https://m.dnb.no/.well-known/security.txt;mailto:irt@dnb.no;2031-12-31T23:00:00.000Z;;;;;
https://moldejazz.no/security.txt;drift@tibe.no;;https://www.moldejazz.no/pgp-key.txt;;;https://www.moldejazz.no/security-policy;
https://multitek.no/.well-known/security.txt;https://www.multitek.no/kontakt/;;https://www.multitek.no/.well-known/key.asc;;;;
https://nmh.no/security.txt;hostmaster@apt.no;;https://nmh.no/pgp-key.txt;;;https://nmh.no/security-policy;
https://nnks.no/security.txt;dev@mustasj.no;;https://nnks.no/pgp-key.txt;;;https://nnks.no/security-policy;
https://notodden.kommune.no/.well-known/security.txt;mailto:post@prokom.no;2023-06-01T13:00:00.000Z;;;en, no;;
https://nuug.no/security.txt;mailto:drift@nuug.no;2025-07-06T22:00:00.000Z;;;en, nb;;
https://os.kommune.no/.well-known/security.txt;mailto:noc.digital@renroros.no;2023-12-31T23:00:00.000Z;;;nb, en;;
https://oslobusinessregion.no/security.txt;webdev@racer.no;;https://oslobusinessregion.no/pgp-key.txt;;;https://oslobusinessregion.no/security-policy;
https://play.tv2.no/.well-known/security.txt;security@tv2.no;;;;en, nb-NO;;https://jobb.tv2.no/digital
https://postkassetrimmen.no/.well-known/security.txt;mailto:security@postkassetrimmen.no;2023-01-01T00:00:00.000Z;https://postkassetrimmen.no/.well-known/public.asc;;no,en;;
https://radio.nrk.no/.well-known/security.txt;mailto:IT-Sikkerhetsgruppe@nrk.no;Thu, 01 Aug 2024 10:00:00;;https://info.nrk.no/hjem/responsible-disclosure-policy/#security-hall-of-fame;no,en;https://info.nrk.no/hjem/responsible-disclosure-policy/;
https://radioplay.no/security.txt;mailto: bug-notification@bauermedia.com;2050-12-31T23:59:00.000Z;;;en;https://radioplay.no/security-policy.txt;
https://share.ez.no/security.txt;https://doc.ibexa.co/en/latest/guide/reporting_issues/;;;;en, no, de;https://www.ibexa.co/software-information/security;
https://siljan.kommune.no/.well-known/security.txt;Mail us at ithjelp (at) skien.kommune.no;2023-10-13T10:00:00.000Z;;Acknowledgements will be given publically for any higher severity bug reports, or we can respect your privacy. Tell us what you wish when reporting to us.;nb, en;We welcome any friendly bug report. Please contact us in advance if you wish to use methods that can trigger warnings or cause denial of service.;https://www.webcruiter.no/WcMain/AssignmentSearch.aspx?company_id=3558&link_source_id=0
https://skam.p3.no/.well-known/security.txt;mailto:IT-Sikkerhetsgruppe@nrk.no;Thu, 01 Aug 2024 10:00:00;;https://info.nrk.no/hjem/responsible-disclosure-policy/#security-hall-of-fame;no,en;https://info.nrk.no/hjem/responsible-disclosure-policy/;
https://support.koer.no/.well-known/security.txt;https://bugcrowd.com/intercom;;;https://bugcrowd.com/intercom/hall-of-fame;en;https://www.bugcrowd.com/resource/standard-disclosure-terms/;https://boards.greenhouse.io/intercom/jobs/1888872
https://sykehuset-ostfold.no/.well-known/security.txt;mailto:personvernombudet@so-hf.no;;;;en, no;https://sykehuspartner.no/Documents/Sikkerhet%20-%20regionale%20bruksvilk%C3%A5r/NO-38%20-%20Responsible%20disclosure%20policy%20(engelsk).pdf;mailto:sikkerhet@sykehuspartner.no
https://sykehusinnkjop.no/.well-known/security.txt;mailto:security@nhn.no;;;;;;
https://tana.vgs.no/security.txt;Mail us at brukerstotte (�tt]tffk.no;2023-10-13T10:00:00.000Z;;Acknowledgements will be given publically for any higher severity bug reports, or we can respect your privacy. Tell us what you wish when reporting to us.;nb, en;We welcome any friendly bug report. Please contact us in advance if you wish to use methods that can trigger warnings or cause denial of service.;https://tromsogfinnmark.easycruit.com/
https://tigernet.no/security.txt;nettum@gmail.com;;https://tigernet.no/pgp-key.txt;;;https://tigernet.no/security-policy;
https://tinn.kommune.no/.well-known/security.txt;mailto:post@prokom.no;2023-06-01T13:00:00.000Z;;;en, no;;
https://tv.nrk.no/.well-known/security.txt;mailto:IT-Sikkerhetsgruppe@nrk.no;Thu, 01 Aug 2024 10:00:00;;https://info.nrk.no/hjem/responsible-disclosure-policy/#security-hall-of-fame;no,en;https://info.nrk.no/hjem/responsible-disclosure-policy/;
https://vibbo.no/.well-known/security.txt;mailto:styrerommet.sikkerhet@obos.no;2023-01-01T23:00:00.000Z;;;no,en;;
https://vigeland.museum.no/security.txt;dev@mustasj.no;;https://vigeland.museum.no/pgp-key.txt;;;https://vigeland.museum.no/security-policy;
https://viken.no/security.txt;brukerhjelp (at) viken.no;2023-12-31 T10:00:00.000Z;;;no, en;;
https://yelp.no/.well-known/security.txt;https://hackerone.com/yelp;2023-10-01T00:00:00Z;;;;https://hackerone.com/yelp?view_policy=true;https://www.yelp.careers/us/en/c/engineering-jobs
